collision_index,collision_year,severity_binary,is_night,is_weekend,young_passenger,driver_sex,severity,lighting,day_type,young_passenger_label
2024311471836,2024,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2022461137095,2022,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2018010147667,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2018610057818,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023440111620,2023,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2019320369312,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021010349132,2021,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2023041319590,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019200857594,2019,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2023631313529,2023,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2018551800351,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022461264089,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023451373744,2023,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2019040862843,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019410913171,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024221477974,2024,1,1,1,1,Male only,Higher severity,Night,Weekend,Young passenger present
2021211048258,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021201100116,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018340D07771,2018,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2018450333308,2018,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2024440462434,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019320289053,2019,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2023501301360,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019530874915,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018370344165,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021411022176,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2020010257136,2020,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2021041021256,2021,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2023371348869,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024371413776,2024,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2019471902710,2019,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2024421467716,2024,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2020211007449,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023010423709,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018410294169,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018450260246,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2021231049215,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021451094138,2021,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2021371144246,2021,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2022302200617,2022,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2024471426012,2024,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2020302000377,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021010330832,2021,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
202263D065222,2022,0,0,1,1,Female only,Lower severity,Day,Weekend,Young passenger present
2023131315223,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024471449276,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022501149613,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024631504730,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019030856072,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018340W06931,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020010254246,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018460295406,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023610030723,2023,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2020370950890,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021361087138,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018450801869,2018,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2024010538352,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023421268567,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021010296752,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018621800177,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021610011421,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024340WN3842,2024,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2022302201994,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
201963C120719,2019,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2024461398907,2024,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2020420923409,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021622100592,2021,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2024351526980,2024,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
201804WA18406,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2022531225380,2022,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019230830156,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023311386250,2023,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2019450857282,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2023340NN0842,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020010247337,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018460299736,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
201806L245472,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023501309506,2023,0,0,1,1,Female only,Lower severity,Day,Weekend,Young passenger present
2022421211579,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023351363845,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022440135968,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2019320378041,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2018471802800,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019460356218,2019,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2022031190551,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2020410965257,2020,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2020430188357,2020,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2024421491149,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023311378320,2023,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2018410808687,2018,0,1,1,1,Female only,Lower severity,Night,Weekend,Young passenger present
20191366I1424,2019,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2022501154293,2022,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2024041418185,2024,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2024430376377,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020440319789,2020,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2023451278125,2023,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023111326215,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023451355368,2023,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2018121800078,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2022101206562,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023371266485,2023,1,1,1,1,Male only,Higher severity,Night,Weekend,Young passenger present
2018540627818,2018,0,1,1,1,Female only,Lower severity,Night,Weekend,Young passenger present
2022101228577,2022,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2019610043319,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021440262136,2021,1,0,1,1,Male only,Higher severity,Day,Weekend,Young passenger present
2020201004005,2020,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2024501514511,2024,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2018200350355,2018,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2023421294295,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020451010351,2020,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2018450804130,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2018430392916,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020010250746,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018450337234,2018,1,1,1,1,Male only,Higher severity,Night,Weekend,Young passenger present
2021231102959,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021421058015,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023052302836,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019350860569,2019,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2022041174275,2022,1,0,1,1,Male only,Higher severity,Day,Weekend,Young passenger present
2022231230299,2022,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2021010305692,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
201860W045433,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023052302959,2023,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2019200875148,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019420817816,2019,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2018450272833,2018,1,1,1,1,Male only,Higher severity,Night,Weekend,Young passenger present
2024451536072,2024,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2018420293770,2018,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2022010366383,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022371198841,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2021351115313,2021,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2024010490654,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023332300611,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021311070955,2021,1,0,0,1,Female only,Higher severity,Day,Weekday,Young passenger present
2018460273899,2018,1,1,1,1,Female only,Higher severity,Night,Weekend,Young passenger present
2018360353626,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021371065308,2021,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2019450864059,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022461224332,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2021201124411,2021,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2023201339684,2023,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023201409820,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021501136623,2021,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2019400897199,2019,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2024501480266,2024,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2020010260209,2020,0,0,0,0,Unknown,Lower severity,Day,Weekday,No young passenger
202254C642922,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019460847817,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020500955007,2020,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
201863A044618,2018,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
202054A401220,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018010134721,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019010179279,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018010090755,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2020010266030,2020,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2024361460625,2024,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2019340E06631,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023461273660,2023,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2018200334444,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024440045927,2024,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2020200991801,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024451413988,2024,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2024010512367,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020070083057,2020,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2024547283924,2024,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2021501062152,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024010547787,2024,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2020450947518,2020,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2023010443148,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022552300002,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
202234WNC1002,2022,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2021501096196,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024340NN0612,2024,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2023461284328,2023,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2019040862514,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020010284075,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024302400187,2024,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023461376985,2023,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2020137311776,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018100280815,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
201931B207619,2019,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2018471806610,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2021010328314,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022610009022,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021061071279,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023501280753,2023,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2022501152192,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019460874749,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2021471075625,2021,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2018420277753,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019320170653,2019,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2020610049820,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021451104110,2021,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019010163964,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022501224571,2022,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2024311455819,2024,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2018010122997,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2019440372418,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024451400050,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
201960X051236,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018140288449,2018,1,0,1,1,Male only,Higher severity,Day,Weekend,Young passenger present
2023010449304,2023,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2022201250196,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019010202885,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019030846840,2019,1,1,1,1,Male only,Higher severity,Night,Weekend,Young passenger present
2018500801213,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2024501503978,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018210815181,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018320322756,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023371259970,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024070794214,2024,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2021451055538,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021622100105,2021,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2023461348481,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021201065500,2021,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2024631523908,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021401061066,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019500852075,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022201243445,2022,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2019320657088,2019,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2019301900809,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021451043715,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018420328647,2018,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2018460322872,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023141291090,2023,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2024101508712,2024,0,1,1,0,Mixed sex,Lower severity,Night,Weekend,No young passenger
2019200877825,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023411394776,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023501307091,2023,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018460299641,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024461517368,2024,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2023340NN1052,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018331802040,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024131431155,2024,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2019340C04891,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2019621900668,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
201906K257572,2019,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2022430583922,2022,1,0,1,1,Male only,Higher severity,Day,Weekend,Young passenger present
2024231508487,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022201278907,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022101185523,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018010147882,2018,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2018010149733,2018,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
201863C115318,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021531062451,2021,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2018220322417,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2020500978516,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022531211962,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020320055667,2020,1,1,0,1,Female only,Higher severity,Night,Weekday,Young passenger present
2020052001578,2020,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2024552400358,2024,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2024461523450,2024,1,1,1,0,Male only,Higher severity,Night,Weekend,No young passenger
2018350802714,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019471902027,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018051840022,2018,1,0,0,1,Female only,Higher severity,Day,Weekday,Young passenger present
2019430036570,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023041283908,2023,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
202160Z048908,2021,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2019040885688,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019420852750,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2020500945265,2020,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
202163C047521,2021,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
201960X132201,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022421147381,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023542259423,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023071191009,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018010081604,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022501189674,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
201804ED18528,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2021201064645,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018460300785,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019440081156,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022320720251,2022,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2024552400249,2024,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2019010183183,2019,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2019210903937,2019,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2018140322028,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2020430346929,2020,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2024411452340,2024,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2020200976123,2020,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2024010542404,2024,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
201954B958219,2019,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
202417L304124,2024,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2022531139968,2022,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2020221011981,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021302101001,2021,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2020470925304,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019040853777,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022501134996,2022,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2019360823334,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2018160335506,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2022371236677,2022,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2018430271002,2018,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2024131483843,2024,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2024440136539,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024052401827,2024,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2018121800039,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023041272468,2023,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2018010128518,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023101371261,2023,0,1,1,0,Unknown,Lower severity,Night,Weekend,No young passenger
2018430139435,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2023010461920,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019460865627,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022010387823,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019471902067,2019,1,0,1,1,Female only,Higher severity,Day,Weekend,Young passenger present
2018521902455,2018,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2021201063317,2021,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2021401035140,2021,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2018460283383,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024161412647,2024,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
201804ED18215,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019070479010,2019,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2022010416385,2022,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2022010377193,2022,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2018200349692,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024221481889,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019420901070,2019,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2024461457522,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018460318189,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
202134WNC3391,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019200816522,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
201806M240669,2018,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2024501470602,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022061178418,2022,0,0,0,0,Unknown,Lower severity,Day,Weekday,No young passenger
2019070014732,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023531340402,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
202263C056622,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019440020361,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022522205090,2022,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2023041295047,2023,1,1,1,0,Female only,Higher severity,Night,Weekend,No young passenger
2024430330644,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023421334522,2023,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018121900210,2018,1,1,1,1,Male only,Higher severity,Night,Weekend,Young passenger present
2019200905614,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023421307702,2023,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2024320340183,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024501396524,2024,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
